instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,pctghum,windspeed,comfindex,casual,registered,cnt,simurevenue
1405,2011-03-03,1,0,3,19,0,4,1,1,0.2,0.197,0.4,40%,0.2537,0.06388999999999999,5,101,106,171.5
1406,2011-03-03,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,40%,0.0896,0.11311999999999998,1,69,70,107.5
1407,2011-03-03,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,40%,0.1045,0.09465000000000001,3,48,51,84.0
1408,2011-03-03,1,0,3,22,0,4,1,1,0.2,0.2576,0.4,40%,0.0,0.13999999999999999,3,50,53,87.0
1409,2011-03-03,1,0,3,23,0,4,1,2,0.18,0.2121,0.43,43%,0.0896,0.09912,0,23,23,34.5
1410,2011-03-04,1,0,3,0,0,5,1,2,0.2,0.197,0.55,55%,0.194,0.08179999999999998,0,12,12,18.0
1411,2011-03-04,1,0,3,1,0,5,1,2,0.18,0.1818,0.64,64%,0.194,0.0678,0,4,4,6.0
1412,2011-03-04,1,0,3,2,0,5,1,2,0.18,0.1818,0.64,64%,0.194,0.0678,0,2,2,3.0
1413,2011-03-04,1,0,3,3,0,5,1,2,0.18,0.1667,0.74,74%,0.2537,0.049890000000000004,0,1,1,1.5
1414,2011-03-04,1,0,3,4,0,5,1,2,0.18,0.1818,0.74,74%,0.194,0.0678,1,0,1,4.0
1415,2011-03-04,1,0,3,5,0,5,1,2,0.16,0.1818,0.74,74%,0.1343,0.07171,0,7,7,10.5
1416,2011-03-04,1,0,3,6,0,5,1,2,0.16,0.197,0.74,74%,0.0896,0.08511999999999999,1,28,29,46.0
1417,2011-03-04,1,0,3,7,0,5,1,1,0.16,0.1818,0.8,80%,0.1343,0.07171,0,83,83,124.5
1418,2011-03-04,1,0,3,8,0,5,1,1,0.18,0.197,0.74,74%,0.1343,0.08571000000000001,6,222,228,357.0
1419,2011-03-04,1,0,3,9,0,5,1,1,0.22,0.2273,0.6,60%,0.1343,0.11371,12,138,150,255.0
1420,2011-03-04,1,0,3,10,0,5,1,1,0.24,0.2273,0.6,60%,0.2537,0.09188999999999999,10,56,66,124.0
1421,2011-03-04,1,0,3,11,0,5,1,1,0.28,0.2727,0.52,52%,0.2239,0.12883,16,73,89,173.5
1422,2011-03-04,1,0,3,12,0,5,1,1,0.32,0.303,0.43,43%,0.1642,0.17473999999999998,10,87,97,170.5
1423,2011-03-04,1,0,3,13,0,5,1,1,0.34,0.3182,0.42,42%,0.2239,0.17082999999999998,13,74,87,163.0
1424,2011-03-04,1,0,3,14,0,5,1,1,0.36,0.3333,0.4,40%,0.2836,0.16692,30,65,95,217.5
1425,2011-03-04,1,0,3,15,0,5,1,1,0.36,0.3333,0.4,40%,0.2985,0.16245,31,75,106,236.5
1426,2011-03-04,1,0,3,16,0,5,1,1,0.36,0.3485,0.46,46%,0.194,0.1938,17,101,118,219.5
1427,2011-03-04,1,0,3,17,0,5,1,2,0.36,0.3333,0.5,50%,0.2537,0.17589,22,206,228,397.0
1428,2011-03-04,1,0,3,18,0,5,1,2,0.34,0.303,0.53,53%,0.2985,0.14845,15,172,187,318.0
1429,2011-03-04,1,0,3,19,0,5,1,1,0.32,0.303,0.61,61%,0.2537,0.14788999999999997,5,102,107,173.0
1430,2011-03-04,1,0,3,20,0,5,1,2,0.3,0.2879,0.7,70%,0.194,0.1518,9,78,87,153.0
1431,2011-03-04,1,0,3,21,0,5,1,2,0.3,0.2879,0.7,70%,0.2239,0.14283,6,64,70,120.0
1432,2011-03-04,1,0,3,22,0,5,1,1,0.3,0.2879,0.7,70%,0.194,0.1518,4,40,44,76.0
1433,2011-03-04,1,0,3,23,0,5,1,2,0.3,0.303,0.75,75%,0.1642,0.16074,6,40,46,84.0
1434,2011-03-05,1,0,3,0,0,6,0,2,0.28,0.2879,0.81,81%,0.1045,0.16465000000000002,4,15,19,38.5
1435,2011-03-05,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,81%,0.1045,0.17865,5,20,25,50.0
1436,2011-03-05,1,0,3,2,0,6,0,2,0.3,0.2879,0.87,87%,0.194,0.1518,5,15,20,42.5
1437,2011-03-05,1,0,3,3,0,6,0,2,0.3,0.2879,0.87,87%,0.194,0.1518,0,2,2,3.0
1438,2011-03-05,1,0,3,4,0,6,0,2,0.3,0.303,0.93,93%,0.1642,0.16074,0,1,1,1.5
1439,2011-03-05,1,0,3,5,0,6,0,2,0.3,0.303,1.0,100%,0.1343,0.16971,0,3,3,4.5
1440,2011-03-05,1,0,3,6,0,6,0,2,0.3,0.2879,1.0,100%,0.2239,0.14283,1,3,4,8.5
1441,2011-03-05,1,0,3,7,0,6,0,2,0.3,0.2727,1.0,100%,0.2985,0.12045,5,10,15,35.0
1442,2011-03-05,1,0,3,8,0,6,0,2,0.3,0.2727,1.0,100%,0.2985,0.12045,11,34,45,95.0
1443,2011-03-05,1,0,3,9,0,6,0,2,0.32,0.303,0.93,93%,0.2239,0.15682999999999997,15,48,63,132.0
1444,2011-03-05,1,0,3,10,0,6,0,2,0.34,0.3333,0.93,93%,0.194,0.1798,34,69,103,239.5
1445,2011-03-05,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,76%,0.2239,0.21282999999999996,43,116,159,346.0
1446,2011-03-05,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,67%,0.2537,0.23188999999999999,46,121,167,365.5
1447,2011-03-05,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,67%,0.2836,0.23692000000000002,60,130,190,435.0
1448,2011-03-05,1,0,3,14,0,6,0,2,0.48,0.4697,0.59,59%,0.2836,0.25092,80,118,198,497.0
1449,2011-03-05,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,63%,0.2985,0.23245000000000002,83,122,205,515.0
1450,2011-03-05,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,59%,0.2985,0.24644999999999997,74,130,204,491.0
1451,2011-03-05,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,59%,0.3582,0.22853999999999997,60,104,164,396.0
1452,2011-03-05,1,0,3,18,0,6,0,2,0.48,0.4697,0.59,59%,0.3284,0.23747999999999997,37,115,152,320.5
1453,2011-03-05,1,0,3,19,0,6,0,2,0.46,0.4545,0.67,67%,0.3284,0.22348,27,62,89,201.0
1454,2011-03-05,1,0,3,20,0,6,0,2,0.44,0.4394,0.77,77%,0.3284,0.20948,12,58,70,135.0
1455,2011-03-05,1,0,3,21,0,6,0,2,0.44,0.4394,0.72,72%,0.3284,0.20948,12,60,72,138.0
1456,2011-03-05,1,0,3,22,0,6,0,2,0.42,0.4242,0.77,77%,0.2985,0.20445,16,47,63,134.5
1457,2011-03-05,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,77%,0.2985,0.21845,10,34,44,91.0
1458,2011-03-06,1,0,3,0,0,0,0,2,0.42,0.4242,0.77,77%,0.3582,0.18653999999999998,11,41,52,105.5
1459,2011-03-06,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,77%,0.2836,0.20892,12,27,39,88.5
1460,2011-03-06,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,82%,0.2836,0.19491999999999998,5,27,32,60.5
1461,2011-03-06,1,0,3,3,0,0,0,2,0.42,0.4242,0.82,82%,0.2985,0.20445,2,9,11,21.5
1462,2011-03-06,1,0,3,4,0,0,0,2,0.42,0.4242,0.88,88%,0.3582,0.18653999999999998,0,3,3,4.5
1463,2011-03-06,1,0,3,6,0,0,0,2,0.42,0.4242,0.94,94%,0.3582,0.18653999999999998,1,1,2,5.5
1464,2011-03-06,1,0,3,7,0,0,0,3,0.42,0.4242,1.0,100%,0.4478,0.15966,0,5,5,7.5
1465,2011-03-06,1,0,3,8,0,0,0,2,0.4,0.4091,1.0,100%,0.2985,0.19044999999999998,1,8,9,16.0
1466,2011-03-06,1,0,3,9,0,0,0,2,0.42,0.4242,1.0,100%,0.2836,0.20892,4,18,22,43.0
1467,2011-03-06,1,0,3,10,0,0,0,2,0.42,0.4242,1.0,100%,0.2985,0.20445,4,27,31,56.5
1468,2011-03-06,1,0,3,11,0,0,0,2,0.42,0.4242,1.0,100%,0.2239,0.22682999999999998,18,44,62,138.0
1469,2011-03-06,1,0,3,12,0,0,0,2,0.46,0.4545,0.94,94%,0.3284,0.22348,10,69,79,143.5
1470,2011-03-06,1,0,3,13,0,0,0,2,0.46,0.4545,0.94,94%,0.3582,0.21454,22,83,105,212.5
1471,2011-03-06,1,0,3,14,0,0,0,3,0.44,0.4394,1.0,100%,0.2239,0.24083,12,27,39,88.5
1472,2011-03-06,1,0,3,15,0,0,0,3,0.44,0.4394,1.0,100%,0.2239,0.24083,3,4,7,18.0
1473,2011-03-06,1,0,3,16,0,0,0,3,0.36,0.3333,1.0,100%,0.2836,0.16692,3,8,11,24.0
1474,2011-03-06,1,0,3,17,0,0,0,3,0.34,0.303,1.0,100%,0.2985,0.14845,2,23,25,42.5
1475,2011-03-06,1,0,3,18,0,0,0,3,0.32,0.2879,1.0,100%,0.3582,0.11653999999999998,0,23,23,34.5
1476,2011-03-06,1,0,3,19,0,0,0,3,0.3,0.2576,1.0,100%,0.4925,0.06225,0,11,11,16.5
1477,2011-03-06,1,0,3,20,0,0,0,3,0.28,0.2424,1.0,100%,0.4179,0.07063000000000003,3,8,11,24.0
1478,2011-03-06,1,0,3,21,0,0,0,3,0.24,0.1818,0.93,93%,0.6119,-0.01557,1,6,7,13.0
1479,2011-03-06,1,0,3,22,0,0,0,2,0.22,0.197,1.0,100%,0.3881,0.037570000000000006,0,10,10,15.0
1480,2011-03-06,1,0,3,23,0,0,0,2,0.22,0.197,1.0,100%,0.4179,0.028630000000000017,0,9,9,13.5
1481,2011-03-07,1,0,3,0,0,1,1,3,0.2,0.1818,1.0,100%,0.3284,0.041479999999999975,0,4,4,6.0
1482,2011-03-07,1,0,3,1,0,1,1,3,0.2,0.1818,1.0,100%,0.3284,0.041479999999999975,0,2,2,3.0
1483,2011-03-07,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,80%,0.5821,-0.034629999999999994,0,1,1,1.5
1484,2011-03-07,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,80%,0.5224,-0.016720000000000013,1,0,1,4.0
1485,2011-03-07,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,75%,0.3582,0.032539999999999986,0,1,1,1.5
1486,2011-03-07,1,0,3,6,0,1,1,1,0.2,0.1818,0.75,75%,0.3881,0.023569999999999994,3,31,34,58.5
1487,2011-03-07,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,75%,0.4179,0.014630000000000004,3,88,91,144.0
1488,2011-03-07,1,0,3,8,0,1,1,1,0.2,0.1818,0.75,75%,0.3881,0.023569999999999994,11,200,211,344.0
1489,2011-03-07,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,64%,0.4627,0.015190000000000009,5,129,134,213.5
1490,2011-03-07,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,60%,0.2985,0.07844999999999999,15,43,58,124.5
1491,2011-03-07,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,48%,0.4478,0.04766000000000001,19,41,60,137.5
1492,2011-03-07,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,42%,0.4179,0.08463000000000001,28,68,96,214.0
1493,2011-03-07,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,36%,0.3881,0.10756999999999999,16,54,70,145.0
1494,2011-03-07,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,36%,0.4179,0.09863,21,56,77,168.0
1495,2011-03-07,1,0,3,15,0,1,1,1,0.34,0.303,0.31,31%,0.3881,0.12157,32,64,96,224.0
1496,2011-03-07,1,0,3,16,0,1,1,1,0.34,0.303,0.31,31%,0.3582,0.13054,26,96,122,248.0
1497,2011-03-07,1,0,3,17,0,1,1,1,0.34,0.303,0.29,28%,0.3582,0.13054,27,206,233,417.0
1498,2011-03-07,1,0,3,18,0,1,1,1,0.32,0.303,0.31,31%,0.2239,0.15682999999999997,19,214,233,397.0
1499,2011-03-07,1,0,3,19,0,1,1,1,0.3,0.2879,0.33,33%,0.2239,0.14283,11,134,145,245.0
1500,2011-03-07,1,0,3,20,0,1,1,1,0.3,0.303,0.33,33%,0.1642,0.16074,5,87,92,150.5
1501,2011-03-07,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,38%,0.2239,0.12883,1,53,54,83.5
1502,2011-03-07,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,48%,0.1642,0.13274,1,34,35,55.0
1503,2011-03-07,1,0,3,23,0,1,1,1,0.28,0.3182,0.48,48%,0.0,0.196,0,22,22,33.0
1504,2011-03-08,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,48%,0.0896,0.15512,1,9,10,17.5
1505,2011-03-08,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,52%,0.1343,0.12771,0,4,4,6.0
1506,2011-03-08,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,52%,0.1343,0.12771,1,0,1,4.0
1507,2011-03-08,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,52%,0.0896,0.14112,5,2,7,23.0
1508,2011-03-08,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,64%,0.0,0.154,0,2,2,3.0
1509,2011-03-08,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,69%,0.1045,0.10865,2,8,10,20.0
1510,2011-03-08,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,59%,0.0,0.13999999999999999,3,42,45,75.0
1511,2011-03-08,1,0,3,7,0,2,1,1,0.18,0.197,0.64,64%,0.1343,0.08571000000000001,9,119,128,214.5
1512,2011-03-08,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,55%,0.194,0.0958,10,247,257,410.5
1513,2011-03-08,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,41%,0.1642,0.13274,11,140,151,254.0
1514,2011-03-08,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,33%,0.194,0.1518,25,46,71,169.0
1515,2011-03-08,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,25%,0.1642,0.20274,26,52,78,182.0
1516,2011-03-08,1,0,3,12,0,2,1,2,0.36,0.3788,0.23,23%,0.0,0.252,29,70,99,221.0
1517,2011-03-08,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,25%,0.1045,0.23464999999999997,25,73,98,209.5
1518,2011-03-08,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,20%,0.0,0.26599999999999996,16,56,72,148.0
1519,2011-03-08,1,0,3,15,0,2,1,2,0.36,0.3788,0.18,18%,0.0,0.252,35,77,112,255.5
1520,2011-03-08,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,27%,0.1642,0.21673999999999996,26,82,108,227.0
1521,2011-03-08,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,27%,0.2239,0.18483,39,209,248,469.5
1522,2011-03-08,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,27%,0.194,0.1798,21,214,235,405.0
1523,2011-03-08,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,31%,0.1045,0.20665,9,141,150,247.5
1524,2011-03-08,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,39%,0.0896,0.19712,2,74,76,119.0
1525,2011-03-08,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,49%,0.194,0.1518,7,68,75,130.0
1526,2011-03-08,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,49%,0.2239,0.14283,11,44,55,110.0
1527,2011-03-08,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,61%,0.194,0.1378,3,38,41,69.0
1528,2011-03-09,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,65%,0.0896,0.15512,0,9,9,13.5
1529,2011-03-09,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,52%,0.1343,0.14171,0,4,4,6.0
1530,2011-03-09,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,52%,0.1343,0.14171,1,1,2,5.5
1531,2011-03-09,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,70%,0.0896,0.14112,1,2,3,7.0
1532,2011-03-09,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,75%,0.1045,0.13665,0,2,2,3.0
1533,2011-03-09,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,81%,0.1343,0.12771,1,7,8,14.5
1534,2011-03-09,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,85%,0.1045,0.13665,5,44,49,86.0
1535,2011-03-09,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,87%,0.1642,0.11873999999999998,18,123,141,256.5
1536,2011-03-09,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,87%,0.1343,0.12771,11,238,249,401.0
1537,2011-03-09,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,87%,0.2537,0.10589,5,136,141,224.0
1538,2011-03-09,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,75%,0.2537,0.13389,8,49,57,105.5
1539,2011-03-09,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,76%,0.3881,0.10756999999999999,15,44,59,126.0
1540,2011-03-09,1,0,3,12,0,3,1,2,0.32,0.303,0.76,76%,0.2537,0.14788999999999997,14,84,98,182.0
1541,2011-03-09,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,76%,0.3582,0.11653999999999998,17,82,99,191.0
1542,2011-03-09,1,0,3,14,0,3,1,2,0.34,0.303,0.76,76%,0.2985,0.14845,10,61,71,131.5
1543,2011-03-09,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,71%,0.2985,0.16245,15,64,79,156.0
1544,2011-03-09,1,0,3,16,0,3,1,2,0.34,0.303,0.76,76%,0.3284,0.13948,10,102,112,193.0
1545,2011-03-09,1,0,3,17,0,3,1,2,0.34,0.303,0.76,76%,0.2985,0.14845,18,176,194,336.0
1546,2011-03-09,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,76%,0.2537,0.16188999999999998,12,176,188,312.0
1547,2011-03-09,1,0,3,19,0,3,1,2,0.34,0.303,0.76,76%,0.3284,0.13948,11,123,134,228.5
1548,2011-03-09,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,87%,0.194,0.16579999999999998,4,87,91,146.5
1549,2011-03-09,1,0,3,21,0,3,1,2,0.32,0.303,0.93,93%,0.3284,0.12547999999999998,10,52,62,118.0
1550,2011-03-09,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,93%,0.1642,0.17473999999999998,4,17,21,41.5
1551,2011-03-09,1,0,3,23,0,3,1,3,0.34,0.3333,0.93,93%,0.194,0.1798,1,17,18,29.5
1552,2011-03-10,1,0,3,0,0,4,1,3,0.34,0.3182,0.0,0%,0.2537,0.16188999999999998,3,0,3,12.0
1553,2011-03-10,1,0,3,1,0,4,1,3,0.34,0.3182,0.0,0%,0.2537,0.16188999999999998,0,2,2,3.0
1554,2011-03-10,1,0,3,2,0,4,1,3,0.34,0.3182,0.0,0%,0.2537,0.16188999999999998,0,1,1,1.5
1555,2011-03-10,1,0,3,5,0,4,1,3,0.36,0.3485,0.0,0%,0.194,0.1938,1,2,3,7.0
1556,2011-03-10,1,0,3,6,0,4,1,3,0.36,0.3333,0.0,0%,0.3284,0.15348,0,12,12,18.0
1557,2011-03-10,1,0,3,7,0,4,1,3,0.38,0.3939,0.0,0%,0.2239,0.19882999999999995,1,36,37,58.0
1558,2011-03-10,1,0,3,8,0,4,1,3,0.38,0.3939,0.0,0%,0.2836,0.18091999999999997,1,43,44,68.5
1559,2011-03-10,1,0,3,9,0,4,1,3,0.4,0.4091,0.0,0%,0.2239,0.21282999999999996,1,23,24,38.5
1560,2011-03-10,1,0,3,10,0,4,1,3,0.4,0.4091,0.0,0%,0.1642,0.23073999999999997,0,17,17,25.5
1561,2011-03-10,1,0,3,11,0,4,1,3,0.4,0.4091,0.0,0%,0.2537,0.20388999999999996,6,5,11,31.5
1562,2011-03-10,1,0,3,12,0,4,1,3,0.42,0.4242,0.0,0%,0.2239,0.22682999999999998,4,30,34,61.0
1563,2011-03-10,1,0,3,13,0,4,1,3,0.42,0.4242,0.0,0%,0.2239,0.22682999999999998,1,11,12,20.5
1564,2011-03-10,1,0,3,14,0,4,1,3,0.44,0.4394,0.0,0%,0.2985,0.21845,0,12,12,18.0
1565,2011-03-10,1,0,3,15,0,4,1,3,0.44,0.4394,0.0,0%,0.2239,0.24083,3,11,14,28.5
1566,2011-03-10,1,0,3,16,0,4,1,3,0.42,0.4242,0.0,0%,0.2537,0.21788999999999997,1,20,21,34.0
1567,2011-03-10,1,0,3,17,0,4,1,2,0.44,0.4394,0.0,0%,0.3881,0.19157000000000002,2,109,111,171.5
1568,2011-03-10,1,0,3,18,0,4,1,3,0.44,0.4394,0.0,0%,0.3582,0.20054,2,80,82,128.0
1569,2011-03-10,1,0,3,19,0,4,1,3,0.44,0.4394,0.0,0%,0.5821,0.13337000000000002,5,51,56,96.5
1570,2011-03-10,1,0,3,20,0,4,1,3,0.36,0.3333,0.0,0%,0.3284,0.15348,9,29,38,79.5
1571,2011-03-10,1,0,3,21,0,4,1,3,0.36,0.3485,0.0,0%,0.2239,0.18483,1,27,28,44.5
1572,2011-03-10,1,0,3,22,0,4,1,2,0.34,0.3333,0.0,0%,0.1343,0.19771,4,30,34,61.0
1573,2011-03-10,1,0,3,23,0,4,1,3,0.34,0.3485,0.0,0%,0.0896,0.21112,1,26,27,43.0
1574,2011-03-11,1,0,3,0,0,5,1,2,0.34,0.3485,1.0,100%,0.0896,0.21112,0,6,6,9.0
1575,2011-03-11,1,0,3,1,0,5,1,3,0.34,0.3485,1.0,100%,0.1045,0.20665,0,8,8,12.0
1576,2011-03-11,1,0,3,2,0,5,1,3,0.34,0.3485,1.0,100%,0.1045,0.20665,2,3,5,12.5
1577,2011-03-11,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,93%,0.0896,0.19712,0,2,2,3.0
1578,2011-03-11,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,81%,0.2239,0.14283,1,6,7,13.0
1579,2011-03-11,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,81%,0.2836,0.09691999999999999,1,31,32,50.5
1580,2011-03-11,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,70%,0.194,0.1238,10,104,114,196.0
1581,2011-03-11,1,0,3,8,0,5,1,1,,0.2727,0.7,70%,0.2537,,15,244,259,426.0
1582,2011-03-11,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,61%,0.2836,0.12491999999999999,13,143,156,266.5
1583,2011-03-11,1,0,3,10,0,5,1,2,0.32,0.303,0.57,56%,0.2985,0.13445,18,60,78,162.0
1584,2011-03-11,1,0,3,11,0,5,1,2,0.32,0.303,0.57,56%,0.2985,0.13445,14,67,81,156.5
1585,2011-03-11,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,53%,0.2537,0.16188999999999998,15,96,111,204.0
1586,2011-03-11,1,0,3,13,0,5,1,1,0.36,0.3333,0.53,53%,0.2537,0.17589,15,92,107,198.0
1587,2011-03-11,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,50%,0.3582,0.14454,25,64,89,196.0
1588,2011-03-11,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,53%,0.2537,0.16188999999999998,21,64,85,180.0
1589,2011-03-11,1,0,3,16,0,5,1,2,0.34,0.303,0.49,49%,0.2985,0.14845,18,95,113,214.5
1590,2011-03-11,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,49%,0.2239,0.17082999999999998,23,200,223,392.0
1591,2011-03-11,1,0,3,18,0,5,1,1,0.32,0.303,0.49,49%,0.3284,0.12547999999999998,19,134,153,277.0
1592,2011-03-11,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,56%,0.3284,0.11147999999999998,7,111,118,194.5
1593,2011-03-11,1,0,3,20,0,5,1,1,0.3,0.303,0.56,56%,0.1642,0.16074,6,70,76,129.0
1594,2011-03-11,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,52%,0.2537,0.13389,10,43,53,104.5
1595,2011-03-11,1,0,3,22,0,5,1,1,0.3,0.303,0.52,52%,0.1642,0.16074,11,53,64,123.5
1596,2011-03-11,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,52%,0.2537,0.13389,3,34,37,63.0
1597,2011-03-12,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,60%,0.1343,0.14171,4,30,34,61.0
1598,2011-03-12,1,0,3,1,0,6,0,1,0.24,0.2273,0.65,65%,0.194,0.10979999999999998,3,15,18,34.5
1599,2011-03-12,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,65%,0.194,0.10979999999999998,0,14,14,21.0
1600,2011-03-12,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,65%,0.2537,0.09188999999999999,1,6,7,13.0
1601,2011-03-12,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,65%,0.2537,0.09188999999999999,0,1,1,1.5
1602,2011-03-12,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,69%,0.194,0.0958,0,2,2,3.0
1603,2011-03-12,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,75%,0.2537,0.07789,2,2,4,11.0
1604,2011-03-12,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,70%,0.194,0.10979999999999998,4,19,23,44.5
1605,2011-03-12,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,65%,0.1642,0.13274,9,44,53,102.0
1606,2011-03-12,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,65%,0.1045,0.16465000000000002,25,76,101,214.0
1607,2011-03-12,1,0,3,10,0,6,0,1,0.32,0.303,0.66,66%,0.2239,0.15682999999999997,21,78,99,201.0
1608,2011-03-12,1,0,3,11,0,6,0,1,0.34,0.303,0.49,49%,0.3284,0.13948,36,83,119,268.5
1609,2011-03-12,1,0,3,12,0,6,0,1,0.34,0.3182,0.53,53%,0.2836,0.15292,51,107,158,364.5
1610,2011-03-12,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,51%,0.3582,0.14454,62,95,157,390.5
1611,2011-03-12,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,50%,0.4478,0.14565999999999998,70,96,166,424.0
1612,2011-03-12,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,44%,0.4925,0.14625,81,101,182,475.5
1613,2011-03-12,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,41%,0.4478,0.18766000000000002,100,144,244,616.0
1614,2011-03-12,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,44%,0.3284,0.22348,99,114,213,567.0
1615,2011-03-12,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,54%,0.1642,0.24473999999999999,54,91,145,352.5
1616,2011-03-12,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,54%,0.0896,0.26711999999999997,26,86,112,233.0
1617,2011-03-12,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,57%,0.1045,0.24864999999999998,22,64,86,184.0
1618,2011-03-12,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,62%,0.0,0.26599999999999996,36,46,82,213.0
1619,2011-03-12,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,71%,0.0,0.252,7,56,63,112.0
1620,2011-03-12,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,66%,0.0896,0.23911999999999997,11,38,49,101.0
1621,2011-03-13,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,62%,0.1045,0.23464999999999997,3,35,38,64.5
1622,2011-03-13,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,66%,0.1343,0.21171,10,23,33,74.5
1623,2011-03-13,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,76%,0.1343,0.19771,6,17,23,49.5
